Dot created: {'event_type': 'dot_appeared', 'position': [4, 4], 'timestamp': '2025-12-18T18:39:33.867370'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 4], 'timestamp': '2025-12-18T18:52:54.703430'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 2], 'timestamp': '2025-12-18T18:52:56.361798'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T18:52:57.929961'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 4], 'timestamp': '2025-12-18T18:52:59.212465'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 4], 'timestamp': '2025-12-18T18:52:59.755662'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 2], 'timestamp': '2025-12-18T18:53:00.809749'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 2], 'timestamp': '2025-12-18T18:53:01.607911'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 3], 'timestamp': '2025-12-18T18:53:02.350327'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 2], 'timestamp': '2025-12-18T18:53:03.685815'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 2], 'timestamp': '2025-12-18T18:53:04.238353'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 3], 'timestamp': '2025-12-18T18:53:04.751610'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 3], 'timestamp': '2025-12-18T18:53:05.991578'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 4], 'timestamp': '2025-12-18T18:53:07.816207'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 4], 'timestamp': '2025-12-18T18:53:08.962552'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 2], 'timestamp': '2025-12-18T18:53:09.530553'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 2], 'timestamp': '2025-12-18T18:53:11.491843'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 0], 'timestamp': '2025-12-18T18:53:12.312741'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T18:53:13.604812'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T18:53:15.226047'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 1], 'timestamp': '2025-12-18T18:53:16.596115'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 3], 'timestamp': '2025-12-18T18:53:17.177842'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 3], 'timestamp': '2025-12-18T18:53:18.210713'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 1], 'timestamp': '2025-12-18T18:53:19.216161'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 1], 'timestamp': '2025-12-18T18:53:19.735520'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 1], 'timestamp': '2025-12-18T18:53:20.293262'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T18:53:21.971421'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 0], 'timestamp': '2025-12-18T18:53:22.709221'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 0], 'timestamp': '2025-12-18T18:53:23.873069'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 3], 'timestamp': '2025-12-18T18:53:24.999879'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 3], 'timestamp': '2025-12-18T18:53:26.732863'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 1], 'timestamp': '2025-12-18T18:53:28.371929'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 4], 'timestamp': '2025-12-18T18:53:30.063583'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 3], 'timestamp': '2025-12-18T18:53:30.940803'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 1], 'timestamp': '2025-12-18T18:53:32.552301'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 0], 'timestamp': '2025-12-18T18:53:33.562453'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 4], 'timestamp': '2025-12-18T18:53:34.652740'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 1], 'timestamp': '2025-12-18T18:53:36.471671'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 1], 'timestamp': '2025-12-18T18:53:38.088753'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 2], 'timestamp': '2025-12-18T18:53:39.554674'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 2], 'timestamp': '2025-12-18T18:53:41.063231'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 2], 'timestamp': '2025-12-18T18:53:42.326773'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 3], 'timestamp': '2025-12-18T18:53:43.810108'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 1], 'timestamp': '2025-12-18T18:53:45.508450'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 0], 'timestamp': '2025-12-18T18:53:46.476241'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 0], 'timestamp': '2025-12-18T18:53:47.762850'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 3], 'timestamp': '2025-12-18T18:53:48.744418'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 4], 'timestamp': '2025-12-18T18:53:49.642134'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 0], 'timestamp': '2025-12-18T18:53:51.050263'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 4], 'timestamp': '2025-12-18T18:53:51.681727'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 0], 'timestamp': '2025-12-18T18:53:52.723258'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 1], 'timestamp': '2025-12-18T18:53:54.409549'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T18:53:56.288932'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 2], 'timestamp': '2025-12-18T18:53:57.740771'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 0], 'timestamp': '2025-12-18T18:53:58.618083'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 2], 'timestamp': '2025-12-18T18:53:59.719068'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 4], 'timestamp': '2025-12-18T18:54:00.684976'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 3], 'timestamp': '2025-12-18T18:54:02.684341'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 0], 'timestamp': '2025-12-18T18:54:03.837339'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T18:54:04.576556'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 1], 'timestamp': '2025-12-18T18:54:05.985623'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 0], 'timestamp': '2025-12-18T18:54:07.381209'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 2], 'timestamp': '2025-12-18T18:54:08.139395'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 2], 'timestamp': '2025-12-18T18:54:09.641969'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 4], 'timestamp': '2025-12-18T18:54:10.704886'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 2], 'timestamp': '2025-12-18T18:54:11.727081'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 4], 'timestamp': '2025-12-18T18:54:12.477053'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 3], 'timestamp': '2025-12-18T18:54:13.021123'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 3], 'timestamp': '2025-12-18T18:54:13.827561'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 4], 'timestamp': '2025-12-18T18:54:14.380221'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T18:54:15.912179'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 0], 'timestamp': '2025-12-18T18:54:16.457681'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T18:54:17.265448'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 2], 'timestamp': '2025-12-18T18:54:18.009025'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 0], 'timestamp': '2025-12-18T18:54:19.716522'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 3], 'timestamp': '2025-12-18T18:54:21.552468'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 1], 'timestamp': '2025-12-18T18:54:22.431820'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 1], 'timestamp': '2025-12-18T18:54:23.618772'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 2], 'timestamp': '2025-12-18T18:54:25.039363'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 0], 'timestamp': '2025-12-18T18:54:27.005981'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 1], 'timestamp': '2025-12-18T18:54:28.669813'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T18:54:29.234390'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 4], 'timestamp': '2025-12-18T18:54:30.486462'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 4], 'timestamp': '2025-12-18T18:54:32.042362'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 1], 'timestamp': '2025-12-18T18:54:33.800607'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 4], 'timestamp': '2025-12-18T18:54:34.636830'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 3], 'timestamp': '2025-12-18T18:54:35.412342'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 3], 'timestamp': '2025-12-18T18:54:36.026970'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 2], 'timestamp': '2025-12-18T18:54:37.599718'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 0], 'timestamp': '2025-12-18T18:54:38.749123'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 1], 'timestamp': '2025-12-18T18:54:40.625109'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 1], 'timestamp': '2025-12-18T18:54:42.096357'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 3], 'timestamp': '2025-12-18T18:54:43.431985'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T18:54:44.115496'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 2], 'timestamp': '2025-12-18T18:54:45.213868'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 1], 'timestamp': '2025-12-18T18:54:46.188297'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 4], 'timestamp': '2025-12-18T18:54:48.129998'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 2], 'timestamp': '2025-12-18T18:54:49.254321'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 1], 'timestamp': '2025-12-18T18:54:50.870098'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 0], 'timestamp': '2025-12-18T18:54:52.025496'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 3], 'timestamp': '2025-12-18T18:54:53.696547'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 0], 'timestamp': '2025-12-18T18:54:55.129321'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 4], 'timestamp': '2025-12-18T18:54:56.677933'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 1], 'timestamp': '2025-12-18T18:54:57.322855'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 1], 'timestamp': '2025-12-18T18:54:58.231796'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 2], 'timestamp': '2025-12-18T18:55:00.210386'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 2], 'timestamp': '2025-12-18T18:55:01.525439'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 1], 'timestamp': '2025-12-18T18:55:02.417562'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 0], 'timestamp': '2025-12-18T18:55:03.073461'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 1], 'timestamp': '2025-12-18T18:55:03.693494'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 1], 'timestamp': '2025-12-18T18:55:04.481981'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 4], 'timestamp': '2025-12-18T18:55:06.107126'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 1], 'timestamp': '2025-12-18T18:55:07.112603'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 3], 'timestamp': '2025-12-18T18:55:08.792621'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 2], 'timestamp': '2025-12-18T18:55:09.397937'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 2], 'timestamp': '2025-12-18T18:55:10.906546'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 2], 'timestamp': '2025-12-18T18:55:12.476519'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 2], 'timestamp': '2025-12-18T18:55:14.059227'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 4], 'timestamp': '2025-12-18T18:55:15.553169'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 2], 'timestamp': '2025-12-18T18:55:16.123866'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 2], 'timestamp': '2025-12-18T18:55:17.673180'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 3], 'timestamp': '2025-12-18T18:55:19.031454'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 4], 'timestamp': '2025-12-18T18:55:19.984545'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 3], 'timestamp': '2025-12-18T18:55:21.826390'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 1], 'timestamp': '2025-12-18T18:55:23.081035'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 1], 'timestamp': '2025-12-18T18:55:23.779782'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T18:55:24.555810'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 4], 'timestamp': '2025-12-18T18:55:25.823142'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T18:55:26.839781'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 2], 'timestamp': '2025-12-18T18:55:28.509326'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 4], 'timestamp': '2025-12-18T18:55:29.875600'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 0], 'timestamp': '2025-12-18T18:55:30.469129'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 2], 'timestamp': '2025-12-18T18:55:31.970329'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 1], 'timestamp': '2025-12-18T18:55:33.872375'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 0], 'timestamp': '2025-12-18T18:55:34.763914'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 2], 'timestamp': '2025-12-18T18:55:35.488329'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 2], 'timestamp': '2025-12-18T18:55:36.144349'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 2], 'timestamp': '2025-12-18T18:55:36.740921'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 1], 'timestamp': '2025-12-18T18:55:38.314814'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 4], 'timestamp': '2025-12-18T18:55:40.081107'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 0], 'timestamp': '2025-12-18T18:55:41.172526'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 4], 'timestamp': '2025-12-18T18:55:42.151573'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 2], 'timestamp': '2025-12-18T18:55:43.412034'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 2], 'timestamp': '2025-12-18T18:55:45.008010'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 0], 'timestamp': '2025-12-18T18:55:46.807697'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 3], 'timestamp': '2025-12-18T18:55:48.648370'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 3], 'timestamp': '2025-12-18T18:55:49.891053'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 4], 'timestamp': '2025-12-18T18:55:50.522779'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 0], 'timestamp': '2025-12-18T18:55:51.898935'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 3], 'timestamp': '2025-12-18T18:55:53.241808'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 0], 'timestamp': '2025-12-18T18:55:53.809338'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 2], 'timestamp': '2025-12-18T18:55:54.524484'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 3], 'timestamp': '2025-12-18T18:55:55.424453'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 0], 'timestamp': '2025-12-18T18:55:56.007748'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 0], 'timestamp': '2025-12-18T18:55:57.131279'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 1], 'timestamp': '2025-12-18T18:55:57.674686'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T18:55:58.671963'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 3], 'timestamp': '2025-12-18T18:55:59.674393'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 2], 'timestamp': '2025-12-18T18:56:01.347013'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 4], 'timestamp': '2025-12-18T18:56:02.870219'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 2], 'timestamp': '2025-12-18T18:56:04.357752'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 2], 'timestamp': '2025-12-18T18:56:05.147197'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 4], 'timestamp': '2025-12-18T18:56:06.255864'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 1], 'timestamp': '2025-12-18T18:56:07.175397'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 2], 'timestamp': '2025-12-18T18:56:08.920144'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 0], 'timestamp': '2025-12-18T18:56:10.299156'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 3], 'timestamp': '2025-12-18T18:56:11.418667'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 1], 'timestamp': '2025-12-18T18:56:12.175644'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 0], 'timestamp': '2025-12-18T18:56:13.167759'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 0], 'timestamp': '2025-12-18T18:56:14.413590'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 2], 'timestamp': '2025-12-18T18:56:15.463250'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 2], 'timestamp': '2025-12-18T18:56:16.924161'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 3], 'timestamp': '2025-12-18T18:56:18.636960'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 3], 'timestamp': '2025-12-18T18:56:19.977765'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 0], 'timestamp': '2025-12-18T18:56:21.722165'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 0], 'timestamp': '2025-12-18T18:56:22.800385'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 1], 'timestamp': '2025-12-18T18:56:24.248837'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 2], 'timestamp': '2025-12-18T18:56:24.980764'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 4], 'timestamp': '2025-12-18T18:56:26.714387'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 0], 'timestamp': '2025-12-18T18:56:28.051359'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 1], 'timestamp': '2025-12-18T18:56:29.312142'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 0], 'timestamp': '2025-12-18T18:56:31.315985'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 4], 'timestamp': '2025-12-18T18:56:32.233659'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 3], 'timestamp': '2025-12-18T18:56:32.755353'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 2], 'timestamp': '2025-12-18T18:56:33.638418'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 4], 'timestamp': '2025-12-18T18:56:35.237660'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 2], 'timestamp': '2025-12-18T18:56:36.062461'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 0], 'timestamp': '2025-12-18T18:56:37.077899'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 2], 'timestamp': '2025-12-18T18:56:37.787513'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 3], 'timestamp': '2025-12-18T18:56:39.130048'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 3], 'timestamp': '2025-12-18T18:56:40.485209'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 0], 'timestamp': '2025-12-18T18:56:42.025880'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 4], 'timestamp': '2025-12-18T18:56:43.954272'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T18:56:45.109223'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 2], 'timestamp': '2025-12-18T18:56:45.931056'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 3], 'timestamp': '2025-12-18T18:56:47.872248'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 4], 'timestamp': '2025-12-18T18:56:48.390776'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 3], 'timestamp': '2025-12-18T18:56:50.210326'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 2], 'timestamp': '2025-12-18T18:56:51.516598'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 2], 'timestamp': '2025-12-18T18:56:52.893419'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 2], 'timestamp': '2025-12-18T18:56:54.011828'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 4], 'timestamp': '2025-12-18T18:56:54.626052'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T18:56:56.259408'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 0], 'timestamp': '2025-12-18T18:56:58.042152'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 2], 'timestamp': '2025-12-18T18:56:58.904278'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 2], 'timestamp': '2025-12-18T18:56:59.564663'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 2], 'timestamp': '2025-12-18T18:57:00.858868'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 4], 'timestamp': '2025-12-18T18:57:02.858975'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 2], 'timestamp': '2025-12-18T18:57:04.331862'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 0], 'timestamp': '2025-12-18T18:57:06.217382'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 1], 'timestamp': '2025-12-18T18:57:06.756319'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 1], 'timestamp': '2025-12-18T18:57:07.965637'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 4], 'timestamp': '2025-12-18T18:57:09.413925'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 2], 'timestamp': '2025-12-18T18:57:11.282182'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 1], 'timestamp': '2025-12-18T18:57:12.780334'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 2], 'timestamp': '2025-12-18T18:57:14.638905'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T18:57:15.944463'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 2], 'timestamp': '2025-12-18T18:57:17.776326'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 2], 'timestamp': '2025-12-18T18:57:18.917100'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 1], 'timestamp': '2025-12-18T18:57:20.259682'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 2], 'timestamp': '2025-12-18T18:57:21.211514'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 3], 'timestamp': '2025-12-18T18:57:21.924536'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T18:57:23.921527'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T18:57:24.718690'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 4], 'timestamp': '2025-12-18T18:57:26.689310'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 3], 'timestamp': '2025-12-18T18:57:28.105043'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 0], 'timestamp': '2025-12-18T18:57:29.599199'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 3], 'timestamp': '2025-12-18T18:57:30.287225'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 4], 'timestamp': '2025-12-18T18:57:32.110609'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 4], 'timestamp': '2025-12-18T18:57:32.842908'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 0], 'timestamp': '2025-12-18T18:57:33.940525'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 2], 'timestamp': '2025-12-18T18:57:35.433948'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 1], 'timestamp': '2025-12-18T18:57:37.071611'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 1], 'timestamp': '2025-12-18T18:57:38.787999'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 1], 'timestamp': '2025-12-18T18:57:40.782517'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 1], 'timestamp': '2025-12-18T18:57:42.335417'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 4], 'timestamp': '2025-12-18T18:57:44.238399'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T18:57:46.219017'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 0], 'timestamp': '2025-12-18T18:57:47.012458'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 3], 'timestamp': '2025-12-18T18:57:48.612080'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 3], 'timestamp': '2025-12-18T18:57:49.219682'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 1], 'timestamp': '2025-12-18T18:57:50.576752'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 3], 'timestamp': '2025-12-18T18:57:52.415858'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 2], 'timestamp': '2025-12-18T18:57:54.222293'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 3], 'timestamp': '2025-12-18T18:57:55.536940'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 4], 'timestamp': '2025-12-18T18:57:56.594312'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 2], 'timestamp': '2025-12-18T18:57:57.314054'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 2], 'timestamp': '2025-12-18T18:57:58.531534'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 4], 'timestamp': '2025-12-18T18:57:59.627139'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 4], 'timestamp': '2025-12-18T18:58:00.197867'}
